"time","year","month","day"
1933-05-19,1933,"May",19
1933-05-26,1933,"May",26
1933-06-01,1933,"June",2
1933-06-09,1933,"June",9
1933-06-16,1933,"June",16
1933-06-23,1933,"June",23
1933-06-30,1933,"June",30
1933-07-01,1933,"July",7
1933-07-14,1933,"July",14
1933-07-21,1933,"July",21
1933-07-28,1933,"July",28
1933-08-01,1933,"August",4
1933-08-11,1933,"August",11
1933-08-18,1933,"August",18
1933-08-25,1933,"August",25
1933-09-01,1933,"September",1
1933-09-08,1933,"September",8
1933-09-15,1933,"September",15
1933-09-22,1933,"September",22
1933-09-29,1933,"September",29
1933-10-01,1933,"October",6
1933-10-13,1933,"October",13
1933-10-20,1933,"October",20
1933-10-27,1933,"October",27
1933-11-01,1933,"November",3
1933-11-10,1933,"November",10
1933-11-17,1933,"November",17
1933-11-24,1933,"November",24
1933-12-01,1933,"December",1
1933-12-08,1933,"December",8
1933-12-15,1933,"December",15
1933-12-22,1933,"December",22
1933-12-29,1933,"December",29
1934-01-01,1934,"January",5
1934-01-12,1934,"January",12
1934-01-19,1934,"January",19
1934-01-26,1934,"January",26
1934-02-01,1934,"February",2
1934-02-09,1934,"February",9
1934-02-16,1934,"February",16
1934-02-23,1934,"February",23
1934-03-01,1934,"March",2
1934-03-09,1934,"March",9
1934-03-16,1934,"March",16
1934-03-23,1934,"March",23
1934-03-30,1934,"March",30
1934-04-01,1934,"April",6
1934-04-13,1934,"April",13
1934-04-20,1934,"April",20
1934-04-27,1934,"April",27
1934-05-01,1934,"May",4
1934-05-11,1934,"May",11
1934-05-18,1934,"May",18
1934-05-25,1934,"May",25
1934-06-01,1934,"June",1
1934-06-08,1934,"June",8
1934-06-15,1934,"June",15
1934-06-22,1934,"June",22
1934-06-29,1934,"June",29
1934-07-01,1934,"July",6
1934-07-13,1934,"July",13
1934-07-20,1934,"July",20
1934-07-27,1934,"July",27
1934-08-01,1934,"August",3
1934-08-10,1934,"August",10
1934-08-17,1934,"August",17
1934-08-24,1934,"August",24
1934-08-31,1934,"August",31
1934-09-01,1934,"September",7
1934-09-14,1934,"September",14
1934-09-21,1934,"September",21
1934-09-28,1934,"September",28
1934-10-01,1934,"October",5
1934-10-12,1934,"October",12
1934-10-19,1934,"October",19
1934-10-26,1934,"October",26
1934-11-01,1934,"November",2
1934-11-09,1934,"November",9
1934-11-16,1934,"November",16
1934-11-23,1934,"November",23
1934-11-30,1934,"November",30
1934-12-01,1934,"December",7
1934-12-14,1934,"December",14
1934-12-21,1934,"December",21
1934-12-28,1934,"December",28
1935-01-01,1935,"January",4
1935-01-11,1935,"January",11
1935-01-18,1935,"January",18
1935-01-25,1935,"January",25
1935-02-01,1935,"February",1
1935-02-08,1935,"February",8
1935-02-15,1935,"February",15
1935-02-22,1935,"February",22
1935-03-01,1935,"March",1
1935-03-08,1935,"March",8
1935-03-15,1935,"March",15
1935-03-22,1935,"March",22
1935-03-29,1935,"March",29
1935-04-01,1935,"April",5
1935-04-12,1935,"April",12
1935-04-19,1935,"April",19
1935-04-26,1935,"April",26
1935-05-01,1935,"May",3
1935-05-10,1935,"May",10
1935-05-17,1935,"May",17
1935-05-24,1935,"May",24
1935-05-31,1935,"May",31
1935-06-01,1935,"June",7
1935-06-14,1935,"June",14
1935-06-21,1935,"June",21
1935-06-28,1935,"June",28
1935-07-01,1935,"July",5
1935-07-12,1935,"July",12
1935-07-19,1935,"July",19
1935-07-26,1935,"July",26
1935-08-01,1935,"August",2
1935-08-09,1935,"August",9
1935-08-16,1935,"August",16
1935-08-23,1935,"August",23
1935-08-30,1935,"August",30
1935-09-01,1935,"September",6
1935-09-13,1935,"September",13
1935-09-20,1935,"September",20
1935-09-27,1935,"September",27
1935-10-01,1935,"October",4
1935-10-11,1935,"October",11
1935-10-18,1935,"October",18
1935-10-25,1935,"October",25
1935-11-01,1935,"November",1
1935-11-08,1935,"November",8
1935-11-15,1935,"November",15
1935-11-22,1935,"November",22
1935-11-29,1935,"November",29
1935-12-01,1935,"December",6
1935-12-13,1935,"December",13
1935-12-20,1935,"December",20
1935-12-27,1935,"December",27
1936-01-01,1936,"January",3
1936-01-10,1936,"January",10
1936-01-17,1936,"January",17
1936-01-24,1936,"January",24
1936-01-31,1936,"January",31
1936-02-01,1936,"February",7
1936-02-14,1936,"February",14
1936-02-21,1936,"February",21
1936-02-28,1936,"February",28
1936-03-01,1936,"March",6
1936-03-13,1936,"March",13
1936-03-20,1936,"March",20
1936-03-27,1936,"March",27
1936-04-01,1936,"April",3
1936-04-10,1936,"April",10
1936-04-17,1936,"April",17
1936-04-24,1936,"April",24
1936-05-01,1936,"May",1
1936-05-08,1936,"May",8
1936-05-15,1936,"May",15
1936-05-22,1936,"May",22
1936-05-29,1936,"May",29
1936-06-01,1936,"June",5
1936-06-12,1936,"June",12
1936-06-19,1936,"June",19
1936-06-26,1936,"June",26
1936-07-01,1936,"July",3
1936-07-10,1936,"July",10
1936-07-17,1936,"July",17
1936-07-24,1936,"July",24
1936-07-31,1936,"July",31
1936-08-01,1936,"August",7
1936-08-14,1936,"August",14
1936-08-21,1936,"August",21
1936-08-28,1936,"August",28
1936-09-01,1936,"September",4
1936-09-11,1936,"September",11
1936-09-18,1936,"September",18
1936-09-25,1936,"September",25
1936-10-01,1936,"October",2
1936-10-09,1936,"October",9
1936-10-16,1936,"October",16
1936-10-23,1936,"October",23
1936-10-30,1936,"October",30
1936-11-01,1936,"November",6
1936-11-13,1936,"November",13
1936-11-20,1936,"November",20
1936-11-27,1936,"November",27
1936-12-01,1936,"December",4
1936-12-11,1936,"December",11
1936-12-18,1936,"December",18
1936-12-25,1936,"December",25
1937-01-01,1937,"January",1
1937-01-08,1937,"January",8
1937-01-15,1937,"January",15
1937-01-22,1937,"January",22
1937-01-29,1937,"January",29
1937-02-01,1937,"February",5
1937-02-12,1937,"February",12
1937-02-19,1937,"February",19
1937-02-26,1937,"February",26
1937-03-01,1937,"March",5
1937-03-12,1937,"March",12
1937-03-19,1937,"March",19
1937-03-26,1937,"March",26
1937-04-01,1937,"April",2
1937-04-09,1937,"April",9
1937-04-16,1937,"April",16
1937-04-23,1937,"April",23
1937-04-30,1937,"April",30
1937-05-01,1937,"May",7
1937-05-14,1937,"May",14
1937-05-21,1937,"May",21
1937-05-28,1937,"May",28
1937-06-01,1937,"June",4
1937-06-11,1937,"June",11
1937-06-18,1937,"June",18
1937-06-25,1937,"June",25
1937-07-01,1937,"July",2
1937-07-09,1937,"July",9
1937-07-16,1937,"July",16
1937-07-23,1937,"July",23
1937-07-30,1937,"July",30
1937-08-01,1937,"August",6
1937-08-13,1937,"August",13
1937-08-20,1937,"August",20
1937-08-27,1937,"August",27
1937-09-01,1937,"September",3
1937-09-10,1937,"September",10
1937-09-17,1937,"September",17
1937-09-24,1937,"September",24
1937-10-01,1937,"October",1
1937-10-08,1937,"October",8
1937-10-15,1937,"October",15
1937-10-22,1937,"October",22
1937-10-29,1937,"October",29
1937-11-01,1937,"November",5
1937-11-12,1937,"November",12
1937-11-19,1937,"November",19
1937-11-26,1937,"November",26
1937-12-01,1937,"December",3
1937-12-10,1937,"December",10
1937-12-17,1937,"December",17
1937-12-24,1937,"December",24
1937-12-31,1937,"December",31
1938-01-01,1938,"January",7
1938-01-14,1938,"January",14
1938-01-21,1938,"January",21
1938-01-28,1938,"January",28
1938-02-01,1938,"February",4
1938-02-11,1938,"February",11
1938-02-18,1938,"February",18
1938-02-25,1938,"February",25
1938-03-01,1938,"March",4
1938-03-11,1938,"March",11
1938-03-18,1938,"March",18
1938-03-25,1938,"March",25
1938-04-01,1938,"April",1
1938-04-08,1938,"April",8
1938-04-15,1938,"April",15
1938-04-22,1938,"April",22
1938-04-29,1938,"April",29
1938-05-01,1938,"May",6
1938-05-13,1938,"May",13
1938-05-20,1938,"May",20
1938-05-27,1938,"May",27
1938-06-01,1938,"June",3
1938-06-10,1938,"June",10
1938-06-17,1938,"June",17
1938-06-24,1938,"June",24
1938-07-01,1938,"July",1
1938-07-08,1938,"July",8
1938-07-15,1938,"July",15
1938-07-22,1938,"July",22
1938-07-29,1938,"July",29
1938-08-01,1938,"August",5
1938-08-12,1938,"August",12
1938-08-19,1938,"August",19
1938-08-26,1938,"August",26
1938-09-01,1938,"September",2
1938-09-09,1938,"September",9
1938-09-16,1938,"September",16
1938-09-23,1938,"September",23
1938-09-30,1938,"September",30
1938-10-01,1938,"October",7
1938-10-14,1938,"October",14
1938-10-21,1938,"October",21
1938-10-28,1938,"October",28
1938-11-01,1938,"November",4
1938-11-11,1938,"November",11
1938-11-18,1938,"November",18
1938-11-25,1938,"November",25
1938-12-01,1938,"December",2
1938-12-09,1938,"December",9
1938-12-16,1938,"December",16
1938-12-23,1938,"December",23
1938-12-30,1938,"December",30
1939-01-01,1939,"January",6
1939-01-13,1939,"January",13
1939-01-20,1939,"January",20
1939-01-27,1939,"January",27
1939-02-01,1939,"February",3
1939-02-10,1939,"February",10
1939-02-17,1939,"February",17
1939-02-24,1939,"February",24
1939-03-01,1939,"March",3
1939-03-10,1939,"March",10
1939-03-17,1939,"March",17
1939-03-24,1939,"March",24
1939-03-31,1939,"March",31
1939-04-01,1939,"April",7
1939-04-14,1939,"April",14
1939-04-21,1939,"April",21
1939-04-28,1939,"April",28
1939-05-01,1939,"May",5
1939-05-12,1939,"May",12
1939-05-19,1939,"May",19
1939-05-26,1939,"May",26
1939-06-01,1939,"June",2
1939-06-09,1939,"June",9
1939-06-16,1939,"June",16
1939-06-23,1939,"June",23
1939-06-30,1939,"June",30
1939-07-01,1939,"July",7
1939-07-14,1939,"July",14
1939-07-21,1939,"July",21
1939-07-28,1939,"July",28
1939-08-01,1939,"August",4
1939-08-11,1939,"August",11
1939-08-18,1939,"August",18
1939-08-25,1939,"August",25
1939-09-01,1939,"September",1
1939-09-08,1939,"September",8
1939-09-15,1939,"September",15
1939-09-22,1939,"September",22
1939-09-29,1939,"September",29
1939-10-01,1939,"October",6
1939-10-13,1939,"October",13
1939-10-20,1939,"October",20
1939-10-27,1939,"October",27
1939-11-01,1939,"November",3
1939-11-10,1939,"November",10
1939-11-17,1939,"November",17
1939-11-24,1939,"November",24
1939-12-01,1939,"December",1
1939-12-08,1939,"December",8
1939-12-15,1939,"December",15
1939-12-22,1939,"December",22
1939-12-29,1939,"December",29
1940-01-01,1940,"January",5
1940-01-12,1940,"January",12
1940-01-19,1940,"January",19
1940-01-26,1940,"January",26
1940-02-01,1940,"February",2
1940-02-09,1940,"February",9
1940-02-16,1940,"February",16
1940-02-23,1940,"February",23
1940-03-01,1940,"March",1
1940-03-08,1940,"March",8
1940-03-15,1940,"March",15
1940-03-22,1940,"March",22
1940-03-29,1940,"March",29
1940-04-01,1940,"April",5
1940-04-12,1940,"April",12
1940-04-19,1940,"April",19
1940-04-26,1940,"April",26
1940-05-01,1940,"May",3
1940-05-10,1940,"May",10
1940-05-17,1940,"May",17
1940-05-24,1940,"May",24
1940-05-31,1940,"May",31
1940-06-01,1940,"June",7
1940-06-14,1940,"June",14
1940-06-21,1940,"June",21
1940-06-28,1940,"June",28
1940-07-01,1940,"July",5
1940-07-12,1940,"July",12
1940-07-19,1940,"July",19
1940-07-26,1940,"July",26
1940-08-01,1940,"August",2
1940-08-09,1940,"August",9
1940-08-16,1940,"August",16
1940-08-23,1940,"August",23
1940-08-30,1940,"August",30
1940-09-01,1940,"September",6
1940-09-13,1940,"September",13
1940-09-20,1940,"September",20
1940-09-27,1940,"September",27
1940-10-01,1940,"October",4
1940-10-11,1940,"October",11
1940-10-18,1940,"October",18
1940-10-25,1940,"October",25
1940-11-01,1940,"November",1
1940-11-08,1940,"November",8
1940-11-15,1940,"November",15
1940-11-22,1940,"November",22
1940-11-29,1940,"November",29
1940-12-01,1940,"December",6
1940-12-13,1940,"December",13
1940-12-20,1940,"December",20
1940-12-27,1940,"December",27
1941-01-01,1941,"January",3
1941-01-10,1941,"January",10
1941-01-17,1941,"January",17
1941-01-24,1941,"January",24
1941-01-31,1941,"January",31
1941-02-01,1941,"February",7
1941-02-14,1941,"February",14
1941-02-21,1941,"February",21
1941-02-28,1941,"February",28
1941-03-01,1941,"March",7
1941-03-14,1941,"March",14
1941-03-21,1941,"March",21
1941-03-28,1941,"March",28
1941-04-01,1941,"April",4
1941-04-11,1941,"April",11
1941-04-18,1941,"April",18
1941-04-25,1941,"April",25
1941-05-01,1941,"May",2
1941-05-09,1941,"May",9
1941-05-16,1941,"May",16
1941-05-23,1941,"May",23
1941-05-30,1941,"May",30
1941-06-01,1941,"June",6
1941-06-13,1941,"June",13
1941-06-20,1941,"June",20
1941-06-27,1941,"June",27
1941-07-01,1941,"July",4
1941-07-11,1941,"July",11
1941-07-18,1941,"July",18
1941-07-25,1941,"July",25
1941-08-01,1941,"August",1
1941-08-08,1941,"August",8
1941-08-15,1941,"August",15
1941-08-22,1941,"August",22
1941-08-29,1941,"August",29
1941-09-01,1941,"September",5
1941-09-12,1941,"September",12
1941-09-19,1941,"September",19
1941-09-26,1941,"September",26
1941-10-01,1941,"October",3
1941-10-10,1941,"October",10
1941-10-17,1941,"October",17
1941-10-24,1941,"October",24
1941-10-31,1941,"October",31
1941-11-01,1941,"November",7
1941-11-14,1941,"November",14
1941-11-21,1941,"November",21
1941-11-28,1941,"November",28
1941-12-01,1941,"December",5
1941-12-12,1941,"December",12
1941-12-19,1941,"December",19
1941-12-26,1941,"December",26
1942-01-01,1942,"January",2
1942-01-09,1942,"January",9
1942-01-16,1942,"January",16
1942-01-23,1942,"January",23
1942-01-30,1942,"January",30
1942-02-01,1942,"February",6
1942-02-13,1942,"February",13
1942-02-20,1942,"February",20
1942-02-27,1942,"February",27
1942-03-01,1942,"March",6
1942-03-13,1942,"March",13
1942-03-20,1942,"March",20
1942-03-27,1942,"March",27
1942-04-01,1942,"April",3
1942-04-10,1942,"April",10
1942-04-17,1942,"April",17
1942-04-24,1942,"April",24
1942-05-01,1942,"May",1
1942-05-08,1942,"May",8
1942-05-15,1942,"May",15
1942-05-22,1942,"May",22
1942-05-29,1942,"May",29
1942-06-01,1942,"June",5
1942-06-12,1942,"June",12
1942-06-19,1942,"June",19
1942-06-26,1942,"June",26
1942-07-01,1942,"July",3
1942-07-10,1942,"July",10
1942-07-17,1942,"July",17
1942-07-24,1942,"July",24
1942-07-31,1942,"July",31
1942-08-01,1942,"August",7
1942-08-14,1942,"August",14
1942-08-21,1942,"August",21
1942-08-28,1942,"August",28
1942-09-01,1942,"September",4
1942-09-11,1942,"September",11
1942-09-18,1942,"September",18
1942-09-25,1942,"September",25
1942-10-01,1942,"October",2
1942-10-09,1942,"October",9
1942-10-16,1942,"October",16
1942-10-23,1942,"October",23
1942-10-30,1942,"October",30
1942-11-01,1942,"November",6
1942-11-13,1942,"November",13
1942-11-20,1942,"November",20
1942-11-27,1942,"November",27
1942-12-01,1942,"December",4
1942-12-11,1942,"December",11
1942-12-18,1942,"December",18
1942-12-25,1942,"December",25
1943-01-01,1943,"January",1
1943-01-08,1943,"January",8
1943-01-15,1943,"January",15
1943-01-22,1943,"January",22
1943-01-29,1943,"January",29
1943-02-01,1943,"February",5
1943-02-12,1943,"February",12
1943-02-19,1943,"February",19
1943-02-26,1943,"February",26
1943-03-01,1943,"March",5
1943-03-12,1943,"March",12
1943-03-19,1943,"March",19
1943-03-26,1943,"March",26
1943-04-01,1943,"April",2
1943-04-09,1943,"April",9
1943-04-16,1943,"April",16
1943-04-23,1943,"April",23
1943-04-30,1943,"April",30
1943-05-01,1943,"May",7
1943-05-14,1943,"May",14
1943-05-21,1943,"May",21
1943-05-28,1943,"May",28
1943-06-01,1943,"June",4
1943-06-11,1943,"June",11
1943-06-18,1943,"June",18
1943-06-25,1943,"June",25
1943-07-01,1943,"July",2
1943-07-09,1943,"July",9
1943-07-16,1943,"July",16
1943-07-23,1943,"July",23
1943-07-30,1943,"July",30
1943-08-01,1943,"August",6
1943-08-13,1943,"August",13
1943-08-20,1943,"August",20
1943-08-27,1943,"August",27
1943-09-01,1943,"September",3
1943-09-10,1943,"September",10
1943-09-17,1943,"September",17
1943-09-24,1943,"September",24
1943-10-01,1943,"October",1
1943-10-08,1943,"October",8
1943-10-15,1943,"October",15
1943-10-22,1943,"October",22
1943-10-29,1943,"October",29
1943-11-01,1943,"November",5
1943-11-12,1943,"November",12
1943-11-19,1943,"November",19
1943-11-26,1943,"November",26
1943-12-01,1943,"December",3
1943-12-10,1943,"December",10
1943-12-17,1943,"December",17
1943-12-24,1943,"December",24
1943-12-31,1943,"December",31
1944-01-01,1944,"January",7
1944-01-14,1944,"January",14
1944-01-21,1944,"January",21
1944-01-28,1944,"January",28
1944-02-01,1944,"February",4
1944-02-11,1944,"February",11
1944-02-18,1944,"February",18
1944-02-25,1944,"February",25
1944-03-01,1944,"March",3
1944-03-10,1944,"March",10
1944-03-17,1944,"March",17
1944-03-24,1944,"March",24
1944-03-31,1944,"March",31
1944-04-01,1944,"April",7
1944-04-14,1944,"April",14
1944-04-21,1944,"April",21
1944-04-28,1944,"April",28
1944-05-01,1944,"May",5
1944-05-12,1944,"May",12
1944-05-19,1944,"May",19
1944-05-26,1944,"May",26
1944-06-01,1944,"June",2
1944-06-09,1944,"June",9
1944-06-16,1944,"June",16
1944-06-23,1944,"June",23
1944-06-30,1944,"June",30
1944-07-01,1944,"July",7
1944-07-14,1944,"July",14
1944-07-21,1944,"July",21
1944-07-28,1944,"July",28
1944-08-01,1944,"August",4
1944-08-11,1944,"August",11
1944-08-18,1944,"August",18
1944-08-25,1944,"August",25
1944-09-01,1944,"September",1
1944-09-08,1944,"September",8
1944-09-15,1944,"September",15
1944-09-22,1944,"September",22
1944-09-29,1944,"September",29
1944-10-01,1944,"October",6
1944-10-13,1944,"October",13
1944-10-20,1944,"October",20
1944-10-27,1944,"October",27
1944-11-01,1944,"November",3
1944-11-10,1944,"November",10
1944-11-17,1944,"November",17
1944-11-24,1944,"November",24
1944-12-01,1944,"December",1
1944-12-08,1944,"December",8
1944-12-15,1944,"December",15
1944-12-22,1944,"December",22
1944-12-29,1944,"December",29
1945-01-01,1945,"January",5
1945-01-12,1945,"January",12
1945-01-19,1945,"January",19
1945-01-26,1945,"January",26
1945-02-01,1945,"February",2
1945-02-09,1945,"February",9
1945-02-16,1945,"February",16
1945-02-23,1945,"February",23
1945-03-01,1945,"March",2
1945-03-09,1945,"March",9
1945-03-16,1945,"March",16
1945-03-23,1945,"March",23
1945-03-30,1945,"March",30
1945-04-01,1945,"April",6
1945-04-13,1945,"April",13
1945-04-20,1945,"April",20
1945-04-27,1945,"April",27
1945-05-01,1945,"May",4
1945-05-11,1945,"May",11
1945-05-18,1945,"May",18
1945-05-25,1945,"May",25
1945-06-01,1945,"June",1
1945-06-08,1945,"June",8
1945-06-15,1945,"June",15
1945-06-22,1945,"June",22
1945-06-29,1945,"June",29
1945-07-01,1945,"July",6
1945-07-13,1945,"July",13
1945-07-20,1945,"July",20
1945-07-27,1945,"July",27
1945-08-01,1945,"August",3
1945-08-10,1945,"August",10
1945-08-17,1945,"August",17
1945-08-24,1945,"August",24
1945-08-31,1945,"August",31
1945-09-01,1945,"September",7
1945-09-14,1945,"September",14
1945-09-21,1945,"September",21
1945-09-28,1945,"September",28
1945-10-01,1945,"October",5
1945-10-12,1945,"October",12
1945-10-19,1945,"October",19
1945-10-26,1945,"October",26
1945-11-01,1945,"November",2
1945-11-09,1945,"November",9
1945-11-16,1945,"November",16
1945-11-23,1945,"November",23
1945-11-30,1945,"November",30
1945-12-01,1945,"December",7
1945-12-14,1945,"December",14
1945-12-21,1945,"December",21
1945-12-28,1945,"December",28
1946-01-01,1946,"January",4
1946-01-11,1946,"January",11
1946-01-18,1946,"January",18
1946-01-25,1946,"January",25
1946-02-01,1946,"February",1
1946-02-08,1946,"February",8
1946-02-15,1946,"February",15
1946-02-22,1946,"February",22
1946-03-01,1946,"March",1
1946-03-08,1946,"March",8
1946-03-15,1946,"March",15
1946-03-22,1946,"March",22
1946-03-29,1946,"March",29
1946-04-01,1946,"April",5
1946-04-12,1946,"April",12
1946-04-19,1946,"April",19
1946-04-26,1946,"April",26
1946-05-01,1946,"May",3
1946-05-10,1946,"May",10
1946-05-17,1946,"May",17
1946-05-24,1946,"May",24
1946-05-31,1946,"May",31
1946-06-01,1946,"June",7
1946-06-14,1946,"June",14
1946-06-21,1946,"June",21
1946-06-28,1946,"June",28
1946-07-01,1946,"July",5
1946-07-12,1946,"July",12
1946-07-19,1946,"July",19
1946-07-26,1946,"July",26
1946-08-01,1946,"August",2
1946-08-09,1946,"August",9
1946-08-16,1946,"August",16
1946-08-23,1946,"August",23
1946-08-30,1946,"August",30
1946-09-01,1946,"September",6
1946-09-13,1946,"September",13
1946-09-20,1946,"September",20
1946-09-27,1946,"September",27
1946-10-01,1946,"October",4
1946-10-11,1946,"October",11
1946-10-18,1946,"October",18
1946-10-25,1946,"October",25
1946-11-01,1946,"November",1
1946-11-08,1946,"November",8
1946-11-15,1946,"November",15
1946-11-22,1946,"November",22
1946-11-29,1946,"November",29
1946-12-01,1946,"December",6
1946-12-13,1946,"December",13
1946-12-20,1946,"December",20
1946-12-27,1946,"December",27
1947-01-01,1947,"January",3
1947-01-10,1947,"January",10
1947-01-17,1947,"January",17
1947-01-24,1947,"January",24
1947-01-31,1947,"January",31
1947-02-01,1947,"February",7
1947-02-14,1947,"February",14
1947-02-21,1947,"February",21
1947-02-28,1947,"February",28
1947-03-01,1947,"March",7
1947-03-14,1947,"March",14
1947-03-21,1947,"March",21
1947-03-28,1947,"March",28
1947-04-01,1947,"April",4
1947-04-11,1947,"April",11
1947-04-18,1947,"April",18
1947-04-25,1947,"April",25
1947-05-01,1947,"May",2
1947-05-09,1947,"May",9
1947-05-16,1947,"May",16
1947-05-23,1947,"May",23
1947-05-30,1947,"May",30
1947-06-01,1947,"June",6
1947-06-13,1947,"June",13
1947-06-20,1947,"June",20
1947-06-27,1947,"June",27
1947-07-01,1947,"July",4
1947-07-11,1947,"July",11
1947-07-18,1947,"July",18
1947-07-25,1947,"July",25
1947-08-01,1947,"August",1
1947-08-08,1947,"August",8
1947-08-15,1947,"August",15
1947-08-22,1947,"August",22
1947-08-29,1947,"August",29
1947-09-01,1947,"September",5
1947-09-12,1947,"September",12
1947-09-19,1947,"September",19
1947-09-26,1947,"September",26
1947-10-01,1947,"October",3
1947-10-10,1947,"October",10
1947-10-17,1947,"October",17
1947-10-24,1947,"October",24
1947-10-31,1947,"October",31
1947-11-01,1947,"November",7
1947-11-14,1947,"November",14
1947-11-21,1947,"November",21
1947-11-28,1947,"November",28
1947-12-01,1947,"December",5
1947-12-12,1947,"December",12
1947-12-19,1947,"December",19
1947-12-26,1947,"December",26
1948-01-01,1948,"January",2
1948-01-09,1948,"January",9
1948-01-16,1948,"January",16
1948-01-23,1948,"January",23
1948-01-30,1948,"January",30
1948-02-01,1948,"February",6
1948-02-13,1948,"February",13
1948-02-20,1948,"February",20
1948-02-27,1948,"February",27
1948-03-01,1948,"March",5
1948-03-12,1948,"March",12
1948-03-19,1948,"March",19
1948-03-26,1948,"March",26
1948-04-01,1948,"April",2
1948-04-09,1948,"April",9
1948-04-16,1948,"April",16
1948-04-23,1948,"April",23
1948-04-30,1948,"April",30
1948-05-01,1948,"May",7
1948-05-14,1948,"May",14
1948-05-21,1948,"May",21
1948-05-28,1948,"May",28
1948-06-01,1948,"June",4
1948-06-11,1948,"June",11
1948-06-18,1948,"June",18
1948-06-25,1948,"June",25
1948-07-01,1948,"July",2
1948-07-09,1948,"July",9
1948-07-16,1948,"July",16
1948-07-23,1948,"July",23
1948-07-30,1948,"July",30
1948-08-01,1948,"August",6
1948-08-13,1948,"August",13
1948-08-20,1948,"August",20
1948-08-27,1948,"August",27
1948-09-01,1948,"September",3
1948-09-10,1948,"September",10
1948-09-17,1948,"September",17
1948-09-24,1948,"September",24
1948-10-01,1948,"October",1
1948-10-08,1948,"October",8
1948-10-15,1948,"October",15
1948-10-22,1948,"October",22
1948-10-29,1948,"October",29
1948-11-01,1948,"November",5
1948-11-12,1948,"November",12
1948-11-19,1948,"November",19
1948-11-26,1948,"November",26
1948-12-01,1948,"December",3
1948-12-10,1948,"December",10
1948-12-17,1948,"December",17
1948-12-24,1948,"December",24
1948-12-31,1948,"December",31
1949-01-01,1949,"January",7
1949-01-14,1949,"January",14
1949-01-21,1949,"January",21
1949-01-28,1949,"January",28
1949-02-01,1949,"February",4
1949-02-11,1949,"February",11
1949-02-18,1949,"February",18
1949-02-25,1949,"February",25
1949-03-01,1949,"March",4
1949-03-11,1949,"March",11
1949-03-18,1949,"March",18
1949-03-25,1949,"March",25
1949-04-01,1949,"April",1
1949-04-08,1949,"April",8
1949-04-15,1949,"April",15
1949-04-22,1949,"April",22
1949-04-29,1949,"April",29
1949-05-01,1949,"May",6
1949-05-13,1949,"May",13
1949-05-20,1949,"May",20
1949-05-27,1949,"May",27
1949-06-01,1949,"June",3
1949-06-10,1949,"June",10
1949-06-17,1949,"June",17
1949-06-24,1949,"June",24
1949-07-01,1949,"July",1
1949-07-08,1949,"July",8
1949-07-15,1949,"July",15
1949-07-22,1949,"July",22
1949-07-29,1949,"July",29
1949-08-01,1949,"August",5
1949-08-12,1949,"August",12
1949-08-19,1949,"August",19
1949-08-26,1949,"August",26
1949-09-01,1949,"September",2
1949-09-09,1949,"September",9
1949-09-16,1949,"September",16
1949-09-23,1949,"September",23
1949-09-30,1949,"September",30
1949-10-01,1949,"October",7
1949-10-14,1949,"October",14
1949-10-21,1949,"October",21
1949-10-28,1949,"October",28
1949-11-01,1949,"November",4
1949-11-11,1949,"November",11
1949-11-18,1949,"November",18
1949-11-25,1949,"November",25
1949-12-01,1949,"December",2
1949-12-09,1949,"December",9
1949-12-16,1949,"December",16
1949-12-23,1949,"December",23
1949-12-30,1949,"December",30
1950-01-01,1950,"January",6
1950-01-13,1950,"January",13
1950-01-20,1950,"January",20
1950-01-27,1950,"January",27
1950-02-01,1950,"February",3
1950-02-10,1950,"February",10
1950-02-17,1950,"February",17
1950-02-24,1950,"February",24
1950-03-01,1950,"March",3
1950-03-10,1950,"March",10
1950-03-17,1950,"March",17
1950-03-24,1950,"March",24
1950-03-31,1950,"March",31
1950-04-01,1950,"April",7
1950-04-14,1950,"April",14
1950-04-21,1950,"April",21
1950-04-28,1950,"April",28
1950-05-01,1950,"May",5
1950-05-12,1950,"May",12
1950-05-19,1950,"May",19
1950-05-26,1950,"May",26
1950-06-01,1950,"June",2
1950-06-09,1950,"June",9
1950-06-16,1950,"June",16
1950-06-23,1950,"June",23
1950-06-30,1950,"June",30
1950-07-01,1950,"July",7
1950-07-14,1950,"July",14
1950-07-21,1950,"July",21
1950-07-28,1950,"July",28
1950-08-01,1950,"August",4
1950-08-11,1950,"August",11
1950-08-18,1950,"August",18
1950-08-25,1950,"August",25
1950-09-01,1950,"September",1
1950-09-08,1950,"September",8
1950-09-15,1950,"September",15
1950-09-22,1950,"September",22
1950-09-29,1950,"September",29
1950-10-01,1950,"October",6
1950-10-13,1950,"October",13
1950-10-20,1950,"October",20
1950-10-27,1950,"October",27
1950-11-01,1950,"November",3
1950-11-10,1950,"November",10
1950-11-17,1950,"November",17
1950-11-24,1950,"November",24
1950-12-01,1950,"December",1
1950-12-08,1950,"December",8
1950-12-15,1950,"December",15
1950-12-22,1950,"December",22
1950-12-29,1950,"December",29
1951-01-01,1951,"January",5
1951-01-12,1951,"January",12
1951-01-19,1951,"January",19
1951-01-26,1951,"January",26
1951-02-01,1951,"February",2
1951-02-09,1951,"February",9
1951-02-16,1951,"February",16
1951-02-23,1951,"February",23
1951-03-01,1951,"March",2
1951-03-09,1951,"March",9
1951-03-16,1951,"March",16
1951-03-23,1951,"March",23
